a9dc45cd-2393-40de-b423-297a78c90cd8,1
1d25466c-9919-441e-a478-24b146372817,0
02dff39d-3b25-495c-ace8-ed0a262f1986,1
7d22b8c4-3538-47ff-bff9-8f8be3a92e4b,2
270619ef-112f-48fc-840f-63bd4b517552,2
cc3a243e-8ee6-4ce5-bb56-f727f0a72f3c,1
6f7179f6-7e87-4349-9ca8-d14476ed61a5,1
6f5bd60f-c988-41f4-981e-d28859adddce,2
a81ecd0f-3091-41ad-83cf-c7f8808f9e20,2
f94bdad7-4d54-4d88-9c35-e0ec5ad8e139,2
dec001e4-1edb-4663-a44d-2f9f20e7054b,2
3f91abfe-09e1-4519-a007-13fffc5d0a05,1
2fc2c6fb-9c47-4d3b-9963-037a7b67c5e7,0
34f27c75-9d32-427d-9514-5e626945683a,1
26947026-2763-4af2-8445-55a48bcb3618,2
25dcc91a-bf06-42cf-a83c-3737f124fba2,1
0e3dddeb-2636-46b9-9610-27abcdfb5c88,0
8a911069-7bbe-43f8-83fe-1230c9667cb5,2
9ebe4c9c-af9d-498f-b4a8-bf6298c007b5,1
0b97f6bf-0b66-4509-bf87-5a8bd4d48f8d,1
b5373810-f82e-40be-9620-e083f64209f3,0
d16dff72-c3f6-4ab9-8089-e1672344ca28,2
f3b3398b-33e8-4772-9b2e-a91f44292c02,2
c19f0f0f-566b-4385-932c-a1bb2c2e5790,1
0479bdc9-dd39-4dcf-b655-fcb6ada8a4c9,2
0e01debd-0269-4b69-b6e3-d98e98738919,2
d0175251-b085-41d6-bf97-c97005d3abda,2
ba17a9e2-fe20-49a1-bc3a-29ddefaa093b,2
d77b7b6c-ed39-44bb-b032-15f5c6d330dd,1
d369ce14-59c4-45fe-991d-4e4e225b93fc,3
68eff9de-2288-4e15-93e2-959b95ddf0e7,2
51200b68-9195-4a29-a8f9-7ec7974e22ef,1
8f28702c-aba5-4fb8-a452-5e5372a8f10b,3
a04c45d1-f122-436d-be1d-3e5670422913,2
a3517786-6f35-4ad6-b617-80d14dcaf891,2
581db6ef-322e-43f0-ac85-a2d2f4eb60d4,2
9bb12a81-7892-4c37-a2f6-7c249cd210b1,1
c8a93f8f-46b6-4c0b-aea8-86308cba90f1,2
442b5dd3-9501-43f3-94a4-3b7f78a39335,3
35e57093-480a-4b01-bef3-016f26237402,2
913186a8-35a7-4238-9366-bec5822e8a72,0
3b5f3fbd-f557-42b7-bd38-9449adff48d6,1
a70f8a96-d15f-451a-b510-223056ccd193,2
7ce11b92-404b-48dd-abaf-6a2166c86a40,2
8884d579-baf7-48d1-91c3-2699dde89612,2
780ade6e-a99a-4081-8106-86fbca9d0f7c,1
413111c5-14ef-4bc6-b872-a7530df6ca43,1
b3cf29a1-49ef-4224-b433-53a271ba332c,2
4a3ef334-8b52-474a-837f-d2f7325414da,3
